ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8143499	6.81e-01	5.60e-01	-5.83e-01	-7.061861	-1.22e-02	TRPV6	transient receptor potential cation channel subfamily V member 6
7937483	6.81e-01	5.60e-01	5.83e-01	-7.062023	3.40e-02	SNORA52	small nucleolar RNA, H/ACA box 52
7965606	6.81e-01	5.60e-01	-5.83e-01	-7.062057	-1.14e-02	HAL	histidine ammonia-lyase
8166094	6.81e-01	5.61e-01	-5.83e-01	-7.062121	-9.93e-03		
8128138	6.81e-01	5.61e-01	-5.83e-01	-7.062158	-1.37e-02	MDN1	midasin AAA ATPase 1
7895883	6.81e-01	5.61e-01	5.83e-01	-7.062163	1.92e-02		
8000948	6.81e-01	5.61e-01	5.83e-01	-7.062186	9.54e-03	BCL7C	BCL tumor suppressor 7C
7972442	6.81e-01	5.61e-01	-5.82e-01	-7.062248	-1.12e-02		
8000651	6.81e-01	5.61e-01	5.82e-01	-7.06239	1.12e-02	BOLA2-SMG1P6///SMG1P3///BOLA2B///SMG1P1///SMG1P5///BOLA2///SLC7A5P2///SMG1	BOLA2-SMG1P6 readthrough///SMG1P3, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 3///bolA family member 2B///SMG1P1, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 1///SMG1P5, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 5///bolA family member 2///solute carrier family 7 member 5 pseudogene 2///SMG1, nonsense mediated mRNA decay associated PI3K related kinase
8138454	6.81e-01	5.61e-01	-5.82e-01	-7.062423	-1.61e-02	TWISTNB	TWIST neighbor
7969151	6.81e-01	5.61e-01	-5.82e-01	-7.062469	-9.19e-03	CTAGE10P	CTAGE family member 10, pseudogene
7926354	6.81e-01	5.61e-01	-5.82e-01	-7.062543	-1.18e-02		
8015884	6.81e-01	5.61e-01	-5.82e-01	-7.062621	-1.17e-02	PPY	pancreatic polypeptide
7893761	6.82e-01	5.61e-01	-5.82e-01	-7.062656	-3.73e-02		
8144719	6.82e-01	5.61e-01	5.82e-01	-7.062692	2.30e-02		
7893428	6.82e-01	5.61e-01	-5.82e-01	-7.062742	-2.35e-02		
8034454	6.82e-01	5.61e-01	5.82e-01	-7.062817	1.66e-02	DHPS	deoxyhypusine synthase
8072784	6.82e-01	5.61e-01	-5.81e-01	-7.062865	-1.14e-02	KCTD17	potassium channel tetramerization domain containing 17
8017634	6.82e-01	5.62e-01	-5.81e-01	-7.063086	-1.19e-02	DDX5	DEAD-box helicase 5
7960362	6.82e-01	5.62e-01	5.81e-01	-7.06312	2.89e-02	LOC100128816	ACAH3104
8066598	6.82e-01	5.62e-01	-5.81e-01	-7.063254	-1.43e-02	ACOT8	acyl-CoA thioesterase 8
8113342	6.82e-01	5.62e-01	5.81e-01	-7.063347	7.16e-03		
7915468	6.82e-01	5.62e-01	-5.81e-01	-7.063384	-4.35e-02	SVBP///ERMAP	small vasohibin binding protein///erythroblast membrane associated protein (Scianna blood group)
8123372	6.82e-01	5.62e-01	5.81e-01	-7.063399	1.38e-02		
7895508	6.82e-01	5.62e-01	5.80e-01	-7.063442	2.27e-02		
8036862	6.82e-01	5.62e-01	-5.80e-01	-7.063531	-1.35e-02	LOC100507646	uncharacterized LOC100507646
7956251	6.83e-01	5.62e-01	-5.80e-01	-7.063638	-1.11e-02	IL23A	interleukin 23 subunit alpha
8113035	6.83e-01	5.62e-01	-5.80e-01	-7.063647	-1.81e-02		
7895555	6.83e-01	5.62e-01	5.80e-01	-7.063657	4.54e-02		
7958305	6.83e-01	5.62e-01	-5.80e-01	-7.063779	-8.60e-03	RFX4	regulatory factor X4
8088844	6.83e-01	5.63e-01	-5.80e-01	-7.06389	-1.85e-02		
7894782	6.83e-01	5.63e-01	-5.79e-01	-7.063987	-3.13e-02		
8106530	6.83e-01	5.63e-01	-5.79e-01	-7.064063	-1.76e-02		
8097553	6.83e-01	5.63e-01	5.79e-01	-7.064187	1.40e-02	IL15	interleukin 15
8095694	6.83e-01	5.63e-01	5.79e-01	-7.064294	1.05e-02	PF4V1	platelet factor 4 variant 1
8039086	6.83e-01	5.63e-01	-5.79e-01	-7.064404	-1.40e-02	LOC284379	solute carrier family 7 member 3 pseudogene
8052054	6.84e-01	5.63e-01	-5.79e-01	-7.064528	-8.77e-03		
8129043	6.84e-01	5.63e-01	-5.79e-01	-7.064557	-1.01e-02		
8130703	6.84e-01	5.63e-01	-5.78e-01	-7.06458	-9.70e-03	T	T brachyury transcription factor
7896487	6.84e-01	5.63e-01	-5.78e-01	-7.064613	-3.41e-02		
7916882	6.84e-01	5.64e-01	5.78e-01	-7.064702	9.22e-03	RPE65	RPE65, retinoid isomerohydrolase
7922667	6.84e-01	5.64e-01	5.78e-01	-7.064717	9.07e-03		
7964745	6.84e-01	5.64e-01	5.78e-01	-7.064797	1.30e-02	TMBIM4	transmembrane BAX inhibitor motif containing 4
7893015	6.84e-01	5.64e-01	-5.78e-01	-7.06489	-2.01e-02		
7984843	6.84e-01	5.64e-01	5.78e-01	-7.064922	1.73e-02	ARID3B	AT-rich interaction domain 3B
8123737	6.84e-01	5.64e-01	-5.78e-01	-7.064996	-1.16e-02		
8138450	6.84e-01	5.64e-01	-5.78e-01	-7.065013	-1.21e-02	FERD3L	Fer3-like bHLH transcription factor
7957833	6.84e-01	5.64e-01	-5.78e-01	-7.065069	-1.39e-02		
7897286	6.84e-01	5.64e-01	-5.78e-01	-7.065074	-1.51e-02	LOC100130071	GSQS6193
8044911	6.84e-01	5.64e-01	-5.78e-01	-7.065116	-8.37e-03		
8107868	6.84e-01	5.64e-01	-5.77e-01	-7.065239	-1.31e-02	CDC42SE2	CDC42 small effector 2
8092886	6.84e-01	5.64e-01	-5.77e-01	-7.065357	-1.16e-02		
8164810	6.84e-01	5.64e-01	-5.77e-01	-7.065388	-1.62e-02	RALGDS	ral guanine nucleotide dissociation stimulator
7961399	6.85e-01	5.64e-01	-5.77e-01	-7.065482	-1.05e-02	GSG1	germ cell associated 1
8139160	6.85e-01	5.64e-01	5.77e-01	-7.065508	2.69e-02	FAM183BP	acyloxyacyl hydrolase (neutrophil)
8029458	6.85e-01	5.65e-01	-5.77e-01	-7.0656	-1.43e-02	CEACAM16	carcinoembryonic antigen related cell adhesion molecule 16
7906501	6.85e-01	5.65e-01	-5.77e-01	-7.065655	-3.95e-02	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2
7894392	6.85e-01	5.65e-01	-5.76e-01	-7.065847	-1.60e-02		
7960370	6.85e-01	5.65e-01	5.76e-01	-7.065887	1.90e-02	CRACR2A	calcium release activated channel regulator 2A
8030974	6.85e-01	5.65e-01	-5.76e-01	-7.065914	-2.25e-02		
8144452	6.85e-01	5.65e-01	5.76e-01	-7.065934	8.25e-03	DEFB106B///DEFB106A	defensin beta 106B///defensin beta 106A
8149195	6.85e-01	5.65e-01	5.76e-01	-7.065934	8.25e-03	DEFB106B///DEFB106A	defensin beta 106B///defensin beta 106A
8039605	6.85e-01	5.65e-01	5.76e-01	-7.065947	1.29e-02	ZNF835	zinc finger protein 835
7895288	6.85e-01	5.65e-01	5.76e-01	-7.066104	5.48e-02		
7991159	6.85e-01	5.65e-01	5.76e-01	-7.066123	1.19e-02	UBE2Q2P2///LOC642423///GOLGA2P7///GOLGA2P10	ubiquitin conjugating enzyme E2 Q2 pseudogene 2///golgin A2 pseudogene///golgin A2 pseudogene 7///golgin A2 pseudogene 10
7895709	6.85e-01	5.65e-01	-5.76e-01	-7.066143	-3.80e-02		
8051061	6.85e-01	5.65e-01	-5.75e-01	-7.06638	-1.36e-02	TRIM54///UCN	tripartite motif containing 54///urocortin
8099756	6.85e-01	5.66e-01	5.75e-01	-7.066415	7.79e-03		
8064864	6.85e-01	5.66e-01	5.75e-01	-7.066423	1.21e-02		
7894543	6.86e-01	5.66e-01	5.75e-01	-7.066568	2.80e-02		
8151042	6.86e-01	5.66e-01	5.75e-01	-7.066572	1.03e-02	TTPA	alpha tocopherol transfer protein
8045257	6.86e-01	5.66e-01	5.75e-01	-7.066704	5.89e-03	POTEF///POTEE///POTEG///POTEH	POTE ankyrin domain family member F///POTE ankyrin domain family member E///POTE ankyrin domain family member G///POTE ankyrin domain family member H
7910229	6.86e-01	5.66e-01	5.75e-01	-7.066771	7.05e-03	ARF1	ADP ribosylation factor 1
8058905	6.86e-01	5.66e-01	5.75e-01	-7.066821	2.62e-02	CXCR1	C-X-C motif chemokine receptor 1
7894590	6.86e-01	5.66e-01	5.75e-01	-7.066838	4.32e-02		
7997976	6.86e-01	5.66e-01	5.74e-01	-7.066885	1.27e-02	SPATA33	spermatogenesis associated 33
8133155	6.86e-01	5.66e-01	5.74e-01	-7.066892	2.04e-02	TPST1	tyrosylprotein sulfotransferase 1
8149279	6.86e-01	5.66e-01	-5.74e-01	-7.066895	-1.23e-02		
8153409	6.86e-01	5.66e-01	-5.74e-01	-7.066915	-1.43e-02	MAFA	MAF bZIP transcription factor A
7892772	6.86e-01	5.66e-01	-5.74e-01	-7.067043	-3.27e-02		
7892588	6.86e-01	5.66e-01	-5.74e-01	-7.067061	-1.95e-02		
8015590	6.86e-01	5.66e-01	-5.74e-01	-7.067073	-1.32e-02	STAT5B	signal transducer and activator of transcription 5B
8104996	6.86e-01	5.66e-01	5.74e-01	-7.067077	1.25e-02		
8169348	6.86e-01	5.66e-01	-5.74e-01	-7.067162	-6.35e-03		
8066754	6.86e-01	5.67e-01	-5.74e-01	-7.067258	-1.39e-02	OCSTAMP	osteoclast stimulatory transmembrane protein
8156575	6.86e-01	5.67e-01	-5.74e-01	-7.067351	-2.08e-02	ATMIN	ATM interactor
7904463	6.86e-01	5.67e-01	-5.74e-01	-7.067416	-1.55e-02		
8023212	6.86e-01	5.67e-01	-5.73e-01	-7.067435	-2.01e-02	ZBTB7C	zinc finger and BTB domain containing 7C
8037642	6.87e-01	5.67e-01	-5.73e-01	-7.067557	-1.80e-02	SON///SNRPD2	SON DNA binding protein///small nuclear ribonucleoprotein D2 polypeptide
7946286	6.87e-01	5.67e-01	-5.73e-01	-7.067586	-1.45e-02	OR2D2	olfactory receptor family 2 subfamily D member 2
8126646	6.87e-01	5.67e-01	5.73e-01	-7.067701	1.21e-02	RSPH9///MRPS18A	radial spoke head 9 homolog///mitochondrial ribosomal protein S18A
8121300	6.87e-01	5.67e-01	-5.73e-01	-7.067713	-2.14e-02	QRSL1	glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1
8117741	6.87e-01	5.67e-01	-5.73e-01	-7.067756	-1.42e-02	OR2H2	olfactory receptor family 2 subfamily H member 2
7963479	6.87e-01	5.67e-01	-5.73e-01	-7.067776	-9.26e-03	KRT2	keratin 2
8068164	6.87e-01	5.67e-01	-5.73e-01	-7.067872	-8.25e-03	KRTAP20-3	keratin associated protein 20-3
8148728	6.87e-01	5.67e-01	-5.73e-01	-7.067949	-1.87e-02	CYC1	cytochrome c1
8136576	6.87e-01	5.67e-01	5.72e-01	-7.068048	1.09e-02		
8167577	6.87e-01	5.67e-01	-5.72e-01	-7.068074	-1.63e-02	GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2B///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C///GAGE1	G antigen 12D///G antigen 8///G antigen 12F///G antigen 2A///G antigen 12H///G antigen 12E///G antigen 12B///G antigen 12C///G antigen 2D///G antigen 12J///G antigen 12G///G antigen 13///G antigen 2B///G antigen 2E///G antigen 12I///G antigen 7///G antigen 6///G antigen 5///G antigen 4///G antigen 2C///G antigen 1
8167584	6.87e-01	5.67e-01	-5.72e-01	-7.068074	-1.63e-02	GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2B///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C///GAGE1	G antigen 12D///G antigen 8///G antigen 12F///G antigen 2A///G antigen 12H///G antigen 12E///G antigen 12B///G antigen 12C///G antigen 2D///G antigen 12J///G antigen 12G///G antigen 13///G antigen 2B///G antigen 2E///G antigen 12I///G antigen 7///G antigen 6///G antigen 5///G antigen 4///G antigen 2C///G antigen 1
8013305	6.87e-01	5.68e-01	5.72e-01	-7.068126	1.37e-02	ZNF286B///ZNF286A	zinc finger protein 286B///zinc finger protein 286A
7921637	6.87e-01	5.68e-01	5.72e-01	-7.068136	3.55e-02	CD84	CD84 molecule
8124351	6.87e-01	5.68e-01	5.72e-01	-7.068206	8.25e-03	SLC17A3	solute carrier family 17 member 3
7915198	6.87e-01	5.68e-01	5.72e-01	-7.068348	1.02e-02		
7894876	6.87e-01	5.68e-01	-5.72e-01	-7.068349	-3.40e-02		
7921360	6.87e-01	5.68e-01	5.72e-01	-7.068458	1.29e-02	OR6Y1	olfactory receptor family 6 subfamily Y member 1
7953979	6.87e-01	5.68e-01	5.72e-01	-7.06848	6.68e-03		
8068157	6.87e-01	5.68e-01	-5.72e-01	-7.068485	-1.44e-02	KRTAP20-4	keratin associated protein 20-4
8039294	6.87e-01	5.68e-01	-5.72e-01	-7.068495	-1.50e-02	GP6	glycoprotein VI platelet
7893072	6.88e-01	5.68e-01	5.72e-01	-7.068525	2.70e-02		
7973054	6.88e-01	5.68e-01	-5.71e-01	-7.068589	-2.64e-02		
7910383	6.88e-01	5.68e-01	5.71e-01	-7.068662	1.29e-02		
8112801	6.88e-01	5.68e-01	5.71e-01	-7.068713	1.28e-02		
8130720	6.88e-01	5.68e-01	5.71e-01	-7.068719	1.33e-02	SFT2D1	SFT2 domain containing 1
8122887	6.88e-01	5.68e-01	-5.71e-01	-7.068722	-7.94e-03	OPRM1	opioid receptor mu 1
8065011	6.88e-01	5.68e-01	5.71e-01	-7.068858	1.30e-02	LIN28A	lin-28 homolog A
7947156	6.88e-01	5.68e-01	-5.71e-01	-7.068896	-1.05e-02	MUC15	mucin 15, cell surface associated
8095504	6.88e-01	5.69e-01	-5.71e-01	-7.069077	-1.27e-02	MUC7	mucin 7, secreted
8040632	6.88e-01	5.69e-01	-5.70e-01	-7.069193	-1.10e-02	GAREM2	GRB2 associated regulator of MAPK1 subtype 2
7991086	6.89e-01	5.69e-01	5.70e-01	-7.069568	5.60e-03		
7937200	6.89e-01	5.70e-01	5.69e-01	-7.069809	1.39e-02	CALY	calcyon neuron specific vesicular protein
8010785	6.89e-01	5.70e-01	5.69e-01	-7.069826	1.31e-02		
8008780	6.89e-01	5.70e-01	5.69e-01	-7.069861	2.53e-02		
8108903	6.89e-01	5.70e-01	-5.69e-01	-7.069903	-1.17e-02		
8104617	6.89e-01	5.70e-01	5.69e-01	-7.070023	1.23e-02		
8041957	6.89e-01	5.70e-01	-5.69e-01	-7.070048	-8.54e-03		
8007115	6.89e-01	5.70e-01	5.69e-01	-7.07007	1.36e-02	KRTAP4-9///KRTAP4-8///KRTAP4-11	keratin associated protein 4-9///keratin associated protein 4-8///keratin associated protein 4-11
8026442	6.89e-01	5.70e-01	5.69e-01	-7.070117	9.15e-03	CYP4F8	cytochrome P450 family 4 subfamily F member 8
8155896	6.89e-01	5.70e-01	5.69e-01	-7.070165	7.83e-03		
7965675	6.89e-01	5.70e-01	5.69e-01	-7.070256	2.97e-02		
8160422	6.90e-01	5.70e-01	-5.68e-01	-7.070323	-9.42e-03	IFNA2	interferon alpha 2
8000369	6.90e-01	5.70e-01	-5.68e-01	-7.07035	-7.43e-03		
8094717	6.90e-01	5.70e-01	-5.68e-01	-7.070588	-1.81e-02		
7932612	6.90e-01	5.70e-01	5.68e-01	-7.070604	1.14e-02		
8101210	6.90e-01	5.71e-01	5.67e-01	-7.070912	1.17e-02		
8167526	6.90e-01	5.71e-01	-5.67e-01	-7.071007	-1.25e-02	GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2B///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE2C///GAGE1	G antigen 12D///G antigen 8///G antigen 12F///G antigen 2A///G antigen 12H///G antigen 12E///G antigen 12B///G antigen 12C///G antigen 2D///G antigen 12J///G antigen 12G///G antigen 13///G antigen 2B///G antigen 2E///G antigen 12I///G antigen 7///G antigen 6///G antigen 5///G antigen 4///G antigen 2C///G antigen 1
8134814	6.90e-01	5.71e-01	-5.67e-01	-7.071013	-2.35e-02	PILRA	paired immunoglobin like type 2 receptor alpha
8169056	6.90e-01	5.71e-01	-5.67e-01	-7.071065	-1.25e-02	GLRA4///TMEM31	glycine receptor alpha 4///transmembrane protein 31
7901247	6.91e-01	5.71e-01	5.67e-01	-7.071114	1.13e-02	DMBX1	diencephalon/mesencephalon homeobox 1
8110606	6.91e-01	5.71e-01	5.67e-01	-7.071178	9.51e-03	BTNL8	butyrophilin like 8
8106931	6.91e-01	5.71e-01	-5.67e-01	-7.071272	-1.60e-02	SLF1	SMC5-SMC6 complex localization factor 1
8128934	6.91e-01	5.71e-01	-5.67e-01	-7.071361	-2.58e-02		
7893175	6.91e-01	5.71e-01	-5.67e-01	-7.071404	-5.19e-02		
7920175	6.91e-01	5.72e-01	-5.66e-01	-7.071519	-1.20e-02	FLG2	filaggrin family member 2
7895128	6.91e-01	5.72e-01	5.66e-01	-7.071692	2.71e-02		
8015124	6.91e-01	5.72e-01	-5.66e-01	-7.071737	-8.09e-03	KRT20	keratin 20
7895742	6.91e-01	5.72e-01	-5.66e-01	-7.071771	-3.30e-02		
7998381	6.91e-01	5.72e-01	-5.66e-01	-7.071809	-2.00e-02	LMF1	lipase maturation factor 1
8049187	6.91e-01	5.72e-01	-5.66e-01	-7.071926	-2.15e-02	EFHD1	EF-hand domain family member D1
7895165	6.91e-01	5.72e-01	5.66e-01	-7.071937	1.70e-02		
7901443	6.91e-01	5.72e-01	-5.66e-01	-7.071939	-1.19e-02		
8120151	6.91e-01	5.72e-01	-5.66e-01	-7.071959	-2.91e-02	OPN5	opsin 5
8149652	6.91e-01	5.72e-01	-5.65e-01	-7.071977	-1.36e-02	HR	hair growth associated
8062235	6.91e-01	5.72e-01	5.65e-01	-7.072032	1.37e-02		
8080926	6.92e-01	5.72e-01	-5.65e-01	-7.07215	-1.31e-02	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5
8070295	6.92e-01	5.72e-01	5.65e-01	-7.072199	1.66e-02		
8092312	6.92e-01	5.72e-01	-5.65e-01	-7.072203	-8.72e-03		
7892689	6.92e-01	5.73e-01	5.65e-01	-7.072299	2.56e-02		
8154953	6.92e-01	5.73e-01	-5.65e-01	-7.07239	-1.23e-02	PHF24	PHD finger protein 24
7925438	6.92e-01	5.73e-01	5.64e-01	-7.072662	9.01e-03		
7892726	6.92e-01	5.73e-01	-5.64e-01	-7.072776	-3.13e-02		
8014633	6.92e-01	5.73e-01	-5.64e-01	-7.072793	-1.53e-02	TBC1D3H///TBC1D3///TBC1D3C///TBC1D3B///TBC1D3F	TBC1 domain family member 3H///TBC1 domain family member 3///TBC1 domain family member 3C///TBC1 domain family member 3B///TBC1 domain family member 3F
8020971	6.92e-01	5.73e-01	-5.64e-01	-7.072794	-2.36e-02		
8090770	6.92e-01	5.73e-01	5.64e-01	-7.072843	1.66e-02		
8154365	6.92e-01	5.73e-01	-5.64e-01	-7.072879	-2.05e-02		
8008040	6.93e-01	5.73e-01	5.64e-01	-7.072947	8.84e-03	LRRC46	leucine rich repeat containing 46
7915498	6.93e-01	5.73e-01	-5.64e-01	-7.072973	-9.89e-03	LOC100131756	uncharacterized LOC100131756
8086985	6.93e-01	5.73e-01	5.64e-01	-7.072982	1.03e-02	MIR711///COL7A1	microRNA 711///collagen type VII alpha 1 chain
7905559	6.93e-01	5.73e-01	-5.64e-01	-7.073022	-1.28e-02	LELP1	late cornified envelope like proline rich 1
7906993	6.93e-01	5.73e-01	5.64e-01	-7.073058	1.66e-02		
7893456	6.93e-01	5.74e-01	-5.63e-01	-7.073269	-3.25e-02		
7894495	6.93e-01	5.74e-01	-5.63e-01	-7.073362	-2.57e-02		
7973030	6.93e-01	5.74e-01	5.63e-01	-7.073436	1.10e-02	OR11H6	olfactory receptor family 11 subfamily H member 6
8145780	6.93e-01	5.74e-01	-5.63e-01	-7.073467	-1.32e-02		
8139941	6.93e-01	5.74e-01	-5.63e-01	-7.073623	-1.34e-02		
7892913	6.93e-01	5.74e-01	-5.62e-01	-7.073659	-4.28e-02		
8139776	6.93e-01	5.74e-01	-5.62e-01	-7.073661	-8.57e-03		
7965245	6.93e-01	5.74e-01	-5.62e-01	-7.073684	-9.23e-03	MKRN9P	makorin ring finger protein 9, pseudogene
7939296	6.93e-01	5.74e-01	-5.62e-01	-7.073691	-1.72e-02		
7955991	6.93e-01	5.74e-01	5.62e-01	-7.073701	1.02e-02	OR6C3	olfactory receptor family 6 subfamily C member 3
8000882	6.93e-01	5.74e-01	-5.62e-01	-7.073723	-1.51e-02		
7922821	6.93e-01	5.74e-01	5.62e-01	-7.073755	7.82e-03		
8124889	6.93e-01	5.74e-01	-5.62e-01	-7.073875	-9.33e-03	POU5F1P4///POU5F1P3///POU5F1B///POU5F1	POU class 5 homeobox 1 pseudogene 4///POU class 5 homeobox 1 pseudogene 3///POU class 5 homeobox 1B///POU class 5 homeobox 1
8179719	6.93e-01	5.74e-01	-5.62e-01	-7.073875	-9.33e-03	POU5F1P4///POU5F1P3///POU5F1B///POU5F1	POU class 5 homeobox 1 pseudogene 4///POU class 5 homeobox 1 pseudogene 3///POU class 5 homeobox 1B///POU class 5 homeobox 1
8124194	6.93e-01	5.74e-01	5.62e-01	-7.073881	1.35e-02		
7969959	6.93e-01	5.74e-01	5.62e-01	-7.073903	7.46e-03	DAOA	D-amino acid oxidase activator
8085999	6.93e-01	5.74e-01	-5.62e-01	-7.073904	-1.56e-02	CMTM6	CKLF like MARVEL transmembrane domain containing 6
8040223	6.93e-01	5.74e-01	-5.62e-01	-7.073908	-1.87e-02	RRM2	ribonucleotide reductase regulatory subunit M2
7895115	6.94e-01	5.75e-01	5.62e-01	-7.074121	1.73e-02		
7896203	6.94e-01	5.75e-01	5.62e-01	-7.074151	3.76e-02		
7894613	6.94e-01	5.75e-01	-5.62e-01	-7.074156	-1.44e-02		
7896073	6.94e-01	5.75e-01	5.62e-01	-7.074179	1.62e-02		
7978905	6.94e-01	5.75e-01	-5.61e-01	-7.074269	-6.41e-03	RN7SL2///RN7SL1	RNA, 7SL, cytoplasmic 2///RNA, 7SL, cytoplasmic 1
7893898	6.94e-01	5.75e-01	5.61e-01	-7.074306	2.82e-02		
7896532	6.94e-01	5.75e-01	-5.61e-01	-7.074371	-1.51e-02		
7893430	6.94e-01	5.75e-01	-5.61e-01	-7.074382	-1.94e-02		
8101816	6.94e-01	5.75e-01	5.61e-01	-7.074384	1.03e-02	STPG2	sperm tail PG-rich repeat containing 2
8092226	6.94e-01	5.75e-01	-5.61e-01	-7.074451	-6.31e-03		
7908861	6.94e-01	5.75e-01	5.61e-01	-7.074525	4.25e-02	OCR1	ovarian cancer-related protein 1
7948328	6.94e-01	5.75e-01	5.61e-01	-7.074645	8.10e-03	OR5B12	olfactory receptor family 5 subfamily B member 12
8178074	6.94e-01	5.75e-01	5.61e-01	-7.074663	1.53e-02	C6orf25	chromosome 6 open reading frame 25
8001235	6.94e-01	5.75e-01	-5.61e-01	-7.07467	-7.48e-03	ABCC12	ATP binding cassette subfamily C member 12
7960516	6.94e-01	5.75e-01	-5.61e-01	-7.074672	-1.15e-02	ATP5J2	ATP synthase, H+ transporting, mitochondrial Fo complex subunit F2
7896339	6.94e-01	5.75e-01	-5.61e-01	-7.0747	-1.66e-02		
8016452	6.94e-01	5.75e-01	-5.61e-01	-7.074742	-1.77e-02	HOXB4	homeobox B4
7896169	6.94e-01	5.76e-01	5.61e-01	-7.074756	1.37e-02		
7894418	6.94e-01	5.76e-01	5.61e-01	-7.074762	2.15e-02		
7894322	6.94e-01	5.76e-01	-5.60e-01	-7.074849	-3.20e-02		
7984077	6.94e-01	5.76e-01	5.60e-01	-7.074872	6.87e-03	MIR190A	microRNA 190a
8168391	6.94e-01	5.76e-01	-5.60e-01	-7.074897	-1.13e-02	FAM226B	family with sequence similarity 226 member B (non-protein coding)
8038299	6.94e-01	5.76e-01	-5.60e-01	-7.07493	-1.20e-02	CGB2///CGB8///CGB7///CGB5///NTF4///CGB3	chorionic gonadotropin beta subunit 2///chorionic gonadotropin beta subunit 8///chorionic gonadotropin beta subunit 7///chorionic gonadotropin beta subunit 5///neurotrophin 4///chorionic gonadotropin beta subunit 3
7927812	6.94e-01	5.76e-01	-5.60e-01	-7.074982	-9.79e-03		
7920852	6.94e-01	5.76e-01	-5.60e-01	-7.075084	-1.22e-02	KIAA0907	KIAA0907
8052016	6.95e-01	5.76e-01	-5.60e-01	-7.075138	-1.48e-02		
7981387	6.95e-01	5.76e-01	5.60e-01	-7.07516	9.22e-03	CDC42BPB	CDC42 binding protein kinase beta
7937975	6.95e-01	5.76e-01	-5.60e-01	-7.075165	-9.19e-03		
8066960	6.95e-01	5.76e-01	-5.59e-01	-7.075382	-1.28e-02		
8016139	6.95e-01	5.76e-01	-5.59e-01	-7.0754	-1.40e-02	KIF18B	kinesin family member 18B
7913211	6.95e-01	5.77e-01	-5.59e-01	-7.075617	-1.14e-02	PLA2G2E	phospholipase A2 group IIE
8072484	6.95e-01	5.77e-01	5.59e-01	-7.075788	1.47e-02	LOC84843	uncharacterized LOC84843
8170803	6.95e-01	5.77e-01	-5.59e-01	-7.075808	-1.42e-02	TMEM187	transmembrane protein 187
8050111	6.95e-01	5.77e-01	-5.59e-01	-7.075863	-6.92e-03		
7994131	6.95e-01	5.77e-01	-5.59e-01	-7.07587	-2.27e-02	PRKCB	protein kinase C beta
8036720	6.95e-01	5.77e-01	5.58e-01	-7.075893	1.16e-02	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component
8061666	6.95e-01	5.77e-01	-5.58e-01	-7.07591	-2.02e-02		
8062016	6.95e-01	5.77e-01	-5.58e-01	-7.075944	-1.14e-02	DYNLRB1	dynein light chain roadblock-type 1
7925058	6.95e-01	5.77e-01	-5.58e-01	-7.075967	-9.98e-03	SNRPD2P2	small nuclear ribonucleoprotein D2 pseudogene 2
8126269	6.95e-01	5.77e-01	-5.58e-01	-7.075976	-1.37e-02	TREML1	triggering receptor expressed on myeloid cells like 1
8167261	6.95e-01	5.77e-01	-5.58e-01	-7.076039	-7.40e-03	SSX4B///SSX7///SSX3///SSX4	SSX family member 4B///SSX family member 7///SSX family member 3///SSX family member 4
7950292	6.96e-01	5.77e-01	-5.58e-01	-7.076169	-8.92e-03		
8074771	6.96e-01	5.77e-01	-5.58e-01	-7.076224	-1.12e-02	RIMBP3B///RIMBP3C///RIMBP3	RIMS binding protein 3B///RIMS binding protein 3C///RIMS binding protein 3
8065332	6.96e-01	5.77e-01	5.58e-01	-7.076234	1.13e-02		
7959408	6.96e-01	5.77e-01	-5.58e-01	-7.076316	-1.60e-02	KNTC1	kinetochore associated 1
8023822	6.96e-01	5.78e-01	-5.58e-01	-7.076408	-1.17e-02	CBLN2	cerebellin 2 precursor
8061859	6.96e-01	5.78e-01	-5.57e-01	-7.076472	-8.52e-03	BPIFA4P	BPI fold containing family A member 4, pseudogene
7892897	6.96e-01	5.78e-01	5.57e-01	-7.07655	4.28e-02		
7892596	6.96e-01	5.78e-01	5.57e-01	-7.07656	2.53e-02		
8137863	6.96e-01	5.78e-01	-5.57e-01	-7.076565	-1.87e-02		
